idx,sing,plur,freq
_,premieres,premiere,_
_,prepares,prepare,_
_,prepays,prepay,_
_,pre-registers,pre-register,_
_,presages,presage,_
_,prescribes,prescribe,_
_,presents,present,_
_,preserves,preserve,_
_,pressures,pressure,_
_,presses,press,_
_,pretends,pretend,_
_,pre-tries,pre-try,_
_,prevails,prevail,_
_,prevents,prevent,_
_,prices,price,_
_,privatizes,privatize,_
_,probes,probe,_
_,proceeds,proceed,_
_,processes,process,_
_,proclaims,proclaim,_
_,produces,produce,_
_,prods,prod,_
_,profiles,profile,_
_,profits,profit,_
_,programs,program,_
_,progresses,progress,_
_,prohibits,prohibit,_
_,projects,project,_
_,prolongs,prolong,_
_,promises,promise,_
_,promotes,promote,_
_,prompts,prompt,_
_,propels,propel,_
_,proposes,propose,_
_,props,prop,_
_,prospers,prosper,_
_,protects,protect,_
_,protests,protest,_
_,proves,prove,_
_,provides,provide,_
_,provokes,provoke,_
_,prunes,prune,_
_,publicizes,publicize,_
_,publishes,publish,_
_,pulls,pull,_
_,pummels,pummel,_
_,pumps,pump,_
_,punches,punch,_
_,punishes,punish,_
_,purchases,purchase,_
_,pursues,pursue,_
_,pushes,push,_
_,puts,put,_
_,puzzles,puzzle,_
_,qualifies,qualify,_
_,quantifies,quantify,_
_,quarrels,quarrel,_
_,quells,quell,_
_,questions,question,_
_,quiets,quiet,_
_,quits,quit,_
_,quizes,quiz,_
_,quotes,quote,_
_,rages,rage,_
_,raids,raid,_
_,rains,rain,_
_,raises,raise,_
_,rallies,rally,_
_,ramps,ramp,_
_,ranges,range,_
_,ranks,rank,_
_,ratifies,ratify,_
_,rationalizes,rationalize,_
_,rattles,rattle,_
_,rats,rat,_
_,raves,rave,_
_,reaches,reach,_
_,reacts,react,_
_,readmits,readmit,_
_,reads,read,_
_,reaffirms,reaffirm,_
_,realigns,realign,_
_,realizes,realize,_
_,reappraises,reappraise,_
_,reaps,reap,_
_,rearms,rearm,_
_,rearranges,rearrange,_
_,reasons,reason,_
_,reasserts,reassert,_
_,reassesses,reassess,_
_,reassumes,reassume,_
_,reassures,reassure,_
_,reauthorizes,reauthorize,_
_,rebounds,rebound,_
_,rebuilds,rebuild,_
_,rebuts,rebut,_
_,recalls,recall,_
_,recaptures,recapture,_
_,receives,receive,_
_,reckons,reckon,_
_,reclaims,reclaim,_
_,recognizes,recognize,_
_,recommends,recommend,_
_,reconciles,reconcile,_
_,reconnects,reconnect,_
_,reconsiders,reconsider,_
_,reconstructs,reconstruct,_
_,records,record,_
_,recoups,recoup,_
_,recovers,recover,_
_,recrafts,recraft,_
_,recreates,recreate,_
_,recycles,recycle,_
_,reddens,redden,_
_,redeems,redeem,_
_,redefines,redefine,_
_,redesigns,redesign,_
_,redevelops,redevelop,_
_,redials,redial,_
_,rediscovers,rediscover,_
_,redounds,redound,_
_,redoes,redo,_
_,redraws,redraw,_
_,reduces,reduce,_
_,re-emerges,re-emerge,_
_,re-enters,re-enter,_
_,re-establishes,re-establish,_
_,reestablishes,reestablish,_
_,re-evaluates,re-evaluate,_
_,re-examines,re-examine,_
_,refers,refer,_
_,refinances,refinance,_
_,refines,refine,_
_,reflects,reflect,_
_,refocuseses,refocuses,_
_,refocuses,refocus,_
_,reforms,reform,_
_,refrains,refrain,_
_,refunds,refund,_
_,refurbishes,refurbish,_
_,refuses,refuse,_
_,refutes,refute,_
_,regains,regain,_
_,regards,regard,_
_,regenerates,regenerate,_
_,registers,register,_
_,regrets,regret,_
_,regroups,regroup,_
_,regulates,regulate,_
_,rehabilitates,rehabilitate,_
_,reignites,reignite,_
_,reimburses,reimburse,_
_,reimposes,reimpose,_
_,reinforces,reinforce,_
_,reinstates,reinstate,_
_,reins,rein,_
_,reinvents,reinvent,_
_,reinvests,reinvest,_
_,reinvigorates,reinvigorate,_
_,rejects,reject,_
_,rejoins,rejoin,_
_,rejuvenates,rejuvenate,_
_,rekindles,rekindle,_
_,relates,relate,_
_,relaunches,relaunch,_
_,relaxes,relax,_
_,releases,release,_
_,relieves,relieve,_
_,relinquishes,relinquish,_
_,relishes,relish,_
_,relocates,relocate,_
_,relies,rely,_
_,remakes,remake,_
_,remains,remain,_
_,remarks,remark,_
_,remedies,remedy,_
_,remembers,remember,_
_,reminds,remind,_
_,removes,remove,_
_,reneges,renege,_
_,renegotiates,renegotiate,_
_,renews,renew,_
_,renounces,renounce,_
_,renovates,renovate,_
_,rents,rent,_
_,reopens,reopen,_
_,reorganizes,reorganize,_
_,repairs,repair,_
_,repatriates,repatriate,_
_,repays,repay,_
_,repeals,repeal,_
_,repeats,repeat,_
_,repels,repel,_
_,replaces,replace,_
_,replasters,replaster,_
_,replenishes,replenish,_
_,replicates,replicate,_
_,replies,reply,_
_,reponds,repond,_
_,reports,report,_
_,repositions,reposition,_
_,repossesses,repossess,_
_,represents,represent,_
_,reproduces,reproduce,_
_,repurchases,repurchase,_
_,requests,request,_
_,requires,require,_
_,reschedules,reschedule,_
_,rescinds,rescind,_
_,rescues,rescue,_
_,researches,research,_
_,resells,resell,_
_,resembles,resemble,_
_,resents,resent,_
_,reserves,reserve,_
_,resets,reset,_
_,reshapes,reshape,_
_,reshuffles,reshuffle,_
_,resides,reside,_
_,resigns,resign,_
_,resists,resist,_
_,resolves,resolve,_
_,resorts,resort,_
_,respects,respect,_
_,responds,respond,_
_,restarts,restart,_
_,restates,restate,_
_,restores,restore,_
_,restrains,restrain,_
_,restricts,restrict,_
_,restructures,restructure,_
_,rests,rest,_
_,results,result,_
_,resumes,resume,_
_,resurrects,resurrect,_
_,retails,retail,_
_,retains,retain,_
_,rethinks,rethink,_
_,retires,retire,_
_,retreats,retreat,_
_,retrieves,retrieve,_
_,retrofits,retrofit,_
_,retries,retry,_
_,returns,return,_
_,reunites,reunite,_
_,revamps,revamp,_
_,reveals,reveal,_
_,reverberates,reverberate,_
_,reverses,reverse,_
_,reviews,review,_
_,revises,revise,_
_,revisits,revisit,_
_,revives,revive,_
_,revokes,revoke,_
_,revolutionizes,revolutionize,_
_,revolves,revolve,_
_,rewards,reward,_
_,rewrites,rewrite,_
_,rides,ride,_
_,rids,rid,_
_,rings,ring,_
_,rises,rise,_
_,risks,risk,_
_,rivals,rival,_
_,rocks,rock,_
_,roils,roil,_
_,rolls,roll,_
_,roosts,roost,_
_,roots,root,_
_,rotates,rotate,_
_,rounds,round,_
_,rows,row,_
_,rubber-stamps,rubber-stamp,_
_,rubs,rub,_
_,ruins,ruin,_
_,rules,rule,_
_,runs,run,_
_,rushes,rush,_
_,sabotages,sabotage,_
_,sacrifices,sacrifice,_
_,safeguards,safeguard,_
_,safeties,safety,_
_,salvages,salvage,_
_,saps,sap,_
_,satisfies,satisfy,_
_,saturates,saturate,_
_,saves,save,_
_,savors,savor,_
_,says,say,_
_,scales,scale,_
_,scans,scan,_
_,scapes,scape,_
_,scares,scare,_
_,schedules,schedule,_
_,schools,school,_
_,scolds,scold,_
_,scorns,scorn,_
_,scours,scour,_
_,scouts,scout,_
_,scraps,scrap,_
_,screens,screen,_
_,scrutinizes,scrutinize,_
_,scurries,scurry,_
_,scuttles,scuttle,_
_,seals,seal,_
_,searches,search,_
_,secures,secure,_
_,seduces,seduce,_
_,seeks,seek,_
_,seems,seem,_
_,sees,see,_
_,segregates,segregate,_
_,seizes,seize,_
_,selects,select,_
_,self-reinsures,self-reinsure,_
_,sells,sell,_
_,sends,send,_
_,senses,sense,_
_,sensitizes,sensitize,_
_,separates,separate,_
_,sequesters,sequester,_
_,serves,serve,_
_,services,service,_
_,settles,settle,_
_,sets,set,_
_,severs,sever,_
_,shadows,shadow,_
_,shakes,shake,_
_,shapes,shape,_
_,shares,share,_
_,sharpens,sharpen,_
_,shaves,shave,_
_,sheds,shed,_
_,shells,shell,_
_,shields,shield,_
_,shifts,shift,_
_,shines,shine,_
_,ships,ship,_
_,shirks,shirk,_
_,shocks,shock,_
_,shoe-horns,shoe-horn,_
_,shoots,shoot,_
_,shops,shop,_
_,shores,shore,_
_,shorns,shorn,_
_,shortens,shorten,_
_,shorts,short,_
_,shoulders,shoulder,_
_,shouts,shout,_
_,shoves,shove,_
_,showers,shower,_
_,shows,show,_
_,shrinks,shrink,_
_,shuns,shun,_
_,shuts,shut,_
_,shies,shy,_
_,sidetracks,sidetrack,_
_,sides,side,_
_,sifts,sift,_
_,signals,signal,_
_,signifies,signify,_
_,signs,sign,_
_,simplifies,simplify,_
_,sings,sing,_
_,sinks,sink,_
_,sits,sit,_
_,skids,skid,_
_,skims,skim,_
_,skippers,skipper,_
_,skips,skip,_
_,skis,ski,_
_,slacks,slack,_
_,slam-dunks,slam-dunk,_
_,slashes,slash,_
_,sleeps,sleep,_
_,slides,slide,_
_,slips,slip,_
_,slogs,slog,_
_,slows,slow,_
_,slumps,slump,_
_,smashes,smash,_
_,smokes,smoke,_
_,smooths,smooth,_
_,smothers,smother,_
_,smuggles,smuggle,_
_,snatches,snatch,_
_,sniffs,sniff,_
_,soaks,soak,_
_,soars,soar,_
_,sobs,sob,_
_,socializes,socialize,_
_,socks,sock,_
_,softens,soften,_
_,solicits,solicit,_
_,solidifies,solidify,_
_,solves,solve,_
_,soothes,soothe,_
_,sorts,sort,_
_,sounds,sound,_
_,sours,sour,_
_,sows,sow,_
_,spares,spare,_
_,sparks,spark,_
_,spawns,spawn,_
_,speaks,speak,_
_,specializes,specialize,_
_,specifies,specify,_
_,speculates,speculate,_
_,speeds,speed,_
_,spells,spell,_
_,spends,spend,_
_,spills,spill,_
_,spins,spin,_
_,splits,split,_
_,sponsors,sponsor,_
_,spotlights,spotlight,_
_,spots,spot,_
_,spreads,spread,_
_,springs,spring,_
_,sprouts,sprout,_
_,spruces,spruce,_
_,spurns,spurn,_
_,spurs,spur,_
_,spies,spy,_
_,squares,square,_
_,squeezes,squeeze,_
_,stabilizes,stabilize,_
_,stacks,stack,_
_,staffs,staff,_
_,stages,stage,_
_,stains,stain,_
_,stalls,stall,_
_,stampedes,stampede,_
_,stamps,stamp,_
_,stanches,stanch,_
_,standardizes,standardize,_
_,stands,stand,_
_,starts,start,_
_,stars,star,_
_,starves,starve,_
_,stashes,stash,_
_,states,state,_
_,staves,stave,_
_,stays,stay,_
_,steals,steal,_
_,steers,steer,_
_,stems,stem,_
_,steps,step,_
_,sterilizes,sterilize,_
_,sticks,stick,_
_,stifles,stifle,_
_,stimulates,stimulate,_
_,stipulates,stipulate,_
_,stirs,stir,_
_,stockpiles,stockpile,_
_,stocks,stock,_
_,stomaches,stomach,_
_,stops,stop,_
_,stores,store,_
_,strafes,strafe,_
_,straightens,straighten,_
_,strains,strain,_
_,strays,stray,_
_,streamlines,streamline,_
_,streetspeaks,streetspeak,_
_,strengthens,strengthen,_
_,stresses,stress,_
_,stretches,stretch,_
_,strikes,strike,_
_,strips,strip,_
_,strolls,stroll,_
_,structures,structure,_
_,struggles,struggle,_
_,studies,study,_
_,stumbles,stumble,_
_,subcontracts,subcontract,_
_,subjects,subject,_
_,sublets,sublet,_
_,submits,submit,_
_,subordinates,subordinate,_
_,subpoenas,subpoena,_
_,subscribes,subscribe,_
_,subsidizes,subsidize,_
_,substantiates,substantiate,_
_,substitutes,substitute,_
_,subtracts,subtract,_
_,subverts,subvert,_
_,succeeds,succeed,_
_,sues,sue,_
_,suffers,suffer,_
_,suffices,suffice,_
_,suggests,suggest,_
_,suits,suit,_
_,summarizes,summarize,_
_,summons,summon,_
_,sums,sum,_
_,supersedes,supersede,_
_,supervises,supervise,_
_,supplements,supplement,_
_,supplies,supply,_
_,supports,support,_
_,supposes,suppose,_
_,suppresses,suppress,_
_,surfaces,surface,_
_,surges,surge,_
_,surpasses,surpass,_
_,surprises,surprise,_
_,surrenders,surrender,_
_,surveys,survey,_
_,survives,survive,_
_,suspects,suspect,_
_,suspends,suspend,_
_,sustains,sustain,_
_,swallows,swallow,_
_,swamps,swamp,_
_,swaps,swap,_
_,sways,sway,_
_,swears,swear,_
_,sweats,sweat,_
_,sweetens,sweeten,_
_,swells,swell,_
_,swings,swing,_
_,switches,switch,_
_,synthesizes,synthesize,_
_,tackles,tackle,_
_,tags,tag,_
_,takes,take,_
_,talks,talk,_
_,tampers,tamper,_
_,tandies,tandy,_
_,taps,tap,_
_,targets,target,_
_,tarnishes,tarnish,_
_,tastes,taste,_
_,taxes,tax,_
_,teaches,teach,_
_,teams,team,_
_,tears,tear,_
_,tells,tell,_
_,tenders,tender,_
_,tends,tend,_
_,terminates,terminate,_
_,terms,term,_
_,test-drives,test-drive,_
_,testifies,testify,_
_,tests,test,_
_,thanks,thank,_
_,thes,the,_
_,thinks,think,_
_,thrashes,thrash,_
_,threatens,threaten,_
_,thrives,thrive,_
_,throws,throw,_
_,thwarts,thwart,_
_,ticks,tick,_
_,ties,tie,_
_,tightens,tighten,_
_,tilts,tilt,_
_,times,time,_
_,tiptoes,tiptoe,_
_,tolerates,tolerate,_
_,topples,topple,_
_,tops,top,_
_,torments,torment,_
_,torpedoes,torpedo,_
_,tortures,torture,_
_,tosses,toss,_
_,totals,total,_
_,totters,totter,_
_,touches,touch,_
_,toughens,toughen,_
_,toughs,tough,_
_,tours,tour,_
_,touts,tout,_
_,towers,tower,_
_,traces,trace,_
_,tracks,track,_
_,trades,trade,_
_,traduces,traduce,_
_,trails,trail,_
_,trains,train,_
_,transacts,transact,_
_,transfers,transfer,_
_,transforms,transform,_
_,translates,translate,_
_,transmits,transmit,_
_,transplants,transplant,_
_,transports,transport,_
_,trashes,trash,_
_,travels,travel,_
_,treads,tread,_
_,treats,treat,_
_,trends,trend,_
_,trickles,trickle,_
_,tricks,trick,_
_,triggers,trigger,_
_,trims,trim,_
_,triples,triple,_
_,trivializes,trivialize,_
_,trusts,trust,_
_,tries,try,_
_,tumbles,tumble,_
_,turns,turn,_
_,twitches,twitch,_
_,unblocks,unblock,_
_,uncovers,uncover,_
_,undercuts,undercut,_
_,undergoes,undergo,_
_,underlies,underlie,_
_,underlines,underline,_
_,undermines,undermine,_
_,underperforms,underperform,_
_,underpins,underpin,_
_,underscores,underscore,_
_,understands,understand,_
_,undertakes,undertake,_
_,underwrites,underwrite,_
_,undoes,undo,_
_,undulates,undulate,_
_,unfolds,unfold,_
_,unites,unite,_
_,unleashes,unleash,_
_,unloads,unload,_
_,unmasks,unmask,_
_,unplugs,unplug,_
_,unravels,unravel,_
_,unveils,unveil,_
_,unwinds,unwind,_
_,updates,update,_
_,upgrades,upgrade,_
_,upholds,uphold,_
_,upsets,upset,_
_,urges,urge,_
_,uses,use,_
_,usurps,usurp,_
_,utilizes,utilize,_
_,vacates,vacate,_
_,vacillates,vacillate,_
_,vacuums,vacuum,_
_,values,value,_
_,vanishes,vanish,_
_,varies,vary,_
_,vaults,vault,_
_,veers,veer,_
_,ventures,venture,_
_,vents,vent,_
_,verifies,verify,_
_,vetoes,veto,_
_,views,view,_
_,violates,violate,_
_,visits,visit,_
_,visualizes,visualize,_
_,vitiates,vitiate,_
_,voices,voice,_
_,voids,void,_
_,volunteers,volunteer,_
_,votes,vote,_
_,wades,wade,_
_,wads,wad,_
_,wages,wage,_
_,wails,wail,_
_,waits,wait,_
_,waives,waive,_
_,walks,walk,_
_,walls,wall,_
_,wanders,wander,_
_,wanes,wane,_
_,wants,want,_
_,wards,ward,_
_,warms,warm,_
_,warns,warn,_
_,warrants,warrant,_
_,washes,wash,_
_,wastes,waste,_
_,watches,watch,_
_,waters,water,_
_,weakens,weaken,_
_,wears,wear,_
_,weathers,weather,_
_,wedges,wedge,_
_,weights,weight,_
_,weighs,weigh,_
_,welcomes,welcome,_
_,whacks,whack,_
_,whips,whip,_
_,widens,widen,_
_,wills,will,_
_,wimps,wimp,_
_,winds,wind,_
_,wins,win,_
_,wipes,wipe,_
_,wires,wire,_
_,wishes,wish,_
_,withdraws,withdraw,_
_,withholds,withhold,_
_,withstands,withstand,_
_,witnesses,witness,_
_,wonders,wonder,_
_,wooes,woo,_
_,works,work,_
_,worries,worry,_
_,worsens,worsen,_
_,wounds,wound,_
_,wraps,wrap,_
_,wreaks,wreak,_
_,wrecks,wreck,_
_,wrestles,wrestle,_
_,wrests,wrest,_
_,wrings,wring,_
_,writes,write,_
_,yanks,yank,_
_,yields,yield,_
_,zeroes,zero,_
_,zips,zip,_
_,zooms,zoom,_
_,was,were,_
_,staunches,staunch,_
